year,district,farmer_id,crop,area_hectares,rainfall_mm,production_tons,crop_value_rs,insurance_premium_rs,claim_amount_rs,loss_percent
2005,Vizianagaram,VIZ_2005_7,Groundnut,1.95,785.77,2.43,121677.17,5434.92,24335.43,0.2
2005,Vizianagaram,VIZ_2005_8,Groundnut,5.08,937.37,8.33,416610.98,9235.5,83322.2,0.2
2005,Vizianagaram,VIZ_2005_9,Sugarcane,4.58,720.33,192.33,673154.08,29907.45,67315.41,0.1
2005,Vizianagaram,VIZ_2005_10,Groundnut,3.14,868.55,4.59,229576.86,9204.12,22957.69,0.1
2005,Vizianagaram,VIZ_2005_11,Cotton,7.33,917.87,9.7,582082.57,12416.01,0.0,0.0
2005,Vizianagaram,VIZ_2005_12,Groundnut,5.5,751.72,6.39,319558.46,7029.86,0.0,0.0
2005,Vizianagaram,VIZ_2005_13,Cotton,2.85,988.6,4.2,252126.2,7167.78,0.0,0.0
2005,Vizianagaram,VIZ_2005_14,Maize,4.26,650.38,8.19,139155.14,3841.4,27831.03,0.2
2005,Vizianagaram,VIZ_2005_15,Chilli,4.19,858.33,4.01,321022.53,6792.06,0.0,0.0
2005,Vizianagaram,VIZ_2005_16,Sugarcane,6.35,700.53,266.73,933566.78,44746.66,0.0,0.0
2005,Vizianagaram,VIZ_2005_17,Rice,1.34,962.67,3.55,70917.21,2208.98,0.0,0.0
2005,Vizianagaram,VIZ_2005_18,Cotton,1.86,950.5,2.59,155572.43,5998.55,31114.49,0.2
2005,Vizianagaram,VIZ_2005_19,Chilli,4.16,682.38,2.99,239420.75,8539.75,0.0,0.0
2005,Vizianagaram,VIZ_2005_20,Maize,6.99,912.67,19.59,332953.4,8049.45,0.0,0.0
2005,Vizianagaram,VIZ_2005_21,Chilli,1.76,713.03,1.27,101358.41,3622.62,10135.84,0.1
2005,Vizianagaram,VIZ_2005_22,Rice,6.16,780.53,11.83,236631.03,5961.63,0.0,0.0
2005,Vizianagaram,VIZ_2005_23,Rice,6.22,955.75,16.32,326379.94,12657.77,0.0,0.0
2005,Vizianagaram,VIZ_2005_24,Groundnut,1.27,449.65,1.37,68716.94,3217.8,0.0,0.0
2005,Vizianagaram,VIZ_2005_25,Sugarcane,3.17,1025.77,229.96,804846.03,37175.99,0.0,0.0
2005,Vizianagaram,VIZ_2005_26,Rice,3.0,1072.51,9.27,185493.58,7843.71,0.0,0.0
2005,Vizianagaram,VIZ_2005_27,Cotton,4.73,543.68,4.25,255246.7,11986.59,102098.68,0.4
2005,Vizianagaram,VIZ_2005_28,Maize,1.61,870.51,4.19,71258.3,1585.03,14251.66,0.2
2005,Vizianagaram,VIZ_2005_29,Maize,3.81,674.52,7.32,124470.72,4903.89,0.0,0.0
2005,Vizianagaram,VIZ_2005_30,Maize,5.04,952.63,15.04,255712.55,12509.1,51142.51,0.2
2005,Vizianagaram,VIZ_2005_31,Maize,5.8,984.5,18.14,308336.79,6416.35,61667.36,0.2
2005,Vizianagaram,VIZ_2005_32,Sugarcane,6.36,832.91,338.8,1185788.15,30662.12,0.0,0.0
2005,Vizianagaram,VIZ_2005_33,Rice,1.28,844.95,2.79,55863.35,2394.13,0.0,0.0
2005,Vizianagaram,VIZ_2005_34,Maize,6.9,624.38,13.25,225184.47,10988.57,0.0,0.0
2005,Vizianagaram,VIZ_2005_35,Maize,6.89,603.01,13.23,224930.19,5393.17,22493.02,0.1
2005,Vizianagaram,VIZ_2005_36,Groundnut,1.54,547.97,1.67,83290.2,2568.44,16658.04,0.2
2005,Vizianagaram,VIZ_2005_37,Chilli,7.41,875.66,7.31,584991.61,20438.52,0.0,0.0
2005,Vizianagaram,VIZ_2005_38,Chilli,7.37,448.53,5.31,424702.16,16119.08,0.0,0.0
2005,Vizianagaram,VIZ_2005_39,Rice,7.41,804.29,14.95,299097.98,9466.75,0.0,0.0
2005,Srikakulam,SRI_2005_0,Rice,6.6,977.45,17.88,357676.4,10768.03,0.0,0.0
2005,Srikakulam,SRI_2005_1,Sugarcane,5.03,1016.72,360.78,1262736.39,61327.47,0.0,0.0
2005,Srikakulam,SRI_2005_2,Cotton,6.74,625.51,6.06,363747.59,9640.3,0.0,0.0
2005,Srikakulam,SRI_2005_3,Groundnut,4.59,538.12,4.96,248073.87,6181.91,0.0,0.0
2005,Srikakulam,SRI_2005_4,Chilli,1.7,1054.21,2.19,175592.41,8190.57,0.0,0.0
2005,Srikakulam,SRI_2005_5,Rice,6.38,734.59,11.09,221762.1,6356.78,0.0,0.0
2005,Srikakulam,SRI_2005_6,Cotton,1.11,373.23,1.0,59703.28,2182.57,11940.66,0.2
2005,Srikakulam,SRI_2005_7,Rice,2.33,480.93,3.91,78216.59,2357.11,0.0,0.0
2005,Srikakulam,SRI_2005_8,Chilli,5.44,1041.01,6.91,553035.57,15463.17,0.0,0.0
2005,Srikakulam,SRI_2005_9,Rice,5.12,1031.0,14.97,299465.22,7997.21,59893.04,0.2
2005,Srikakulam,SRI_2005_10,Groundnut,6.76,844.17,9.46,472802.77,20384.74,189121.11,0.4
2005,Srikakulam,SRI_2005_11,Groundnut,4.15,791.44,5.24,262003.96,9561.61,52400.79,0.2
2005,Srikakulam,SRI_2005_12,Cotton,7.75,1008.93,11.77,706312.07,18589.69,0.0,0.0
2005,Srikakulam,SRI_2005_13,Chilli,7.05,677.28,5.08,406162.18,15523.41,0.0,0.0
2005,Srikakulam,SRI_2005_14,Rice,5.43,606.83,9.12,182340.69,5429.99,0.0,0.0
2005,Srikakulam,SRI_2005_15,Rice,6.6,847.34,14.46,289188.49,14217.86,0.0,0.0
2005,Srikakulam,SRI_2005_16,Cotton,2.75,909.88,3.6,215749.22,5021.71,0.0,0.0
2005,Srikakulam,SRI_2005_17,Groundnut,7.7,1128.31,16.39,819620.03,26013.35,0.0,0.0
2005,Srikakulam,SRI_2005_18,Chilli,4.39,1176.29,6.59,527377.65,25893.25,0.0,0.0
2005,Srikakulam,SRI_2005_19,Cotton,5.9,847.07,6.91,414685.82,17438.98,0.0,0.0
2005,Srikakulam,SRI_2005_20,Cotton,6.48,909.08,8.46,507522.01,13946.99,101504.4,0.2
2005,Srikakulam,SRI_2005_21,Sugarcane,3.12,446.72,131.0,458489.18,15855.18,0.0,0.0
2005,Srikakulam,SRI_2005_22,Sugarcane,7.57,788.16,369.43,1292989.01,32663.93,0.0,0.0
2005,Srikakulam,SRI_2005_23,Maize,5.52,644.9,10.6,180240.43,5531.12,18024.04,0.1
2005,Srikakulam,SRI_2005_24,Cotton,4.21,793.55,4.45,267273.44,11407.36,0.0,0.0
2005,Srikakulam,SRI_2005_25,Sugarcane,4.03,499.04,169.46,593115.85,20174.97,59311.59,0.1
2005,Srikakulam,SRI_2005_26,Sugarcane,3.59,707.56,150.77,527695.52,12971.02,105539.1,0.2
2005,Srikakulam,SRI_2005_27,Chilli,5.94,666.89,4.27,341932.2,12350.84,0.0,0.0
2005,Srikakulam,SRI_2005_28,Maize,4.65,671.63,8.92,151639.97,7458.72,0.0,0.0
2005,Srikakulam,SRI_2005_29,Maize,7.11,826.38,17.11,290855.53,9390.24,0.0,0.0
2005,Srikakulam,SRI_2005_30,Chilli,3.24,862.19,3.12,249874.49,10003.44,24987.45,0.1
2005,Srikakulam,SRI_2005_31,Rice,1.75,863.71,3.95,78948.91,1798.24,7894.89,0.1
2005,Srikakulam,SRI_2005_32,Rice,7.28,884.18,17.02,340310.13,6944.86,0.0,0.0
2005,Srikakulam,SRI_2005_33,Groundnut,1.89,768.32,2.27,113581.8,5050.17,22716.36,0.2
2005,Srikakulam,SRI_2005_34,Sugarcane,6.71,965.08,446.59,1563060.87,34885.65,0.0,0.0
2005,Srikakulam,SRI_2005_35,Chilli,5.22,454.76,3.76,300425.56,14831.49,0.0,0.0
2005,Srikakulam,SRI_2005_36,Cotton,4.93,514.08,4.44,266397.48,13076.7,0.0,0.0
2005,Srikakulam,SRI_2005_37,Rice,1.13,336.36,1.89,37881.89,903.75,0.0,0.0
2005,Srikakulam,SRI_2005_38,Chilli,6.69,890.01,6.77,541601.98,22595.56,0.0,0.0
2005,Srikakulam,SRI_2005_39,Rice,5.01,682.08,8.42,168401.34,8306.27,0.0,0.0
2006,Guntur,GUN_2006_0,Sugarcane,5.5,1020.9,396.42,1387476.67,66293.94,0.0,0.0
2006,Guntur,GUN_2006_1,Cotton,7.71,774.57,7.84,470506.16,13322.3,94101.23,0.2
2006,Guntur,GUN_2006_2,Sugarcane,4.67,838.98,251.78,881230.94,34243.72,176246.19,0.2
2006,Guntur,GUN_2006_3,Rice,3.87,582.8,6.51,130198.85,5878.31,52079.54,0.4
2006,Guntur,GUN_2006_4,Sugarcane,4.65,1056.76,352.1,1232339.0,24971.18,0.0,0.0
2006,Guntur,GUN_2006_5,Sugarcane,3.25,1370.72,295.49,1034199.47,38544.45,0.0,0.0
2006,Guntur,GUN_2006_6,Groundnut,7.26,781.15,8.99,449300.42,15857.3,0.0,0.0
2006,Guntur,GUN_2006_7,Chilli,7.22,836.29,6.64,530949.29,24178.72,0.0,0.0
2006,Guntur,GUN_2006_8,Maize,1.67,1176.89,6.69,113747.29,2873.45,0.0,0.0
2006,Guntur,GUN_2006_9,Chilli,1.68,673.2,1.21,96812.9,4421.33,0.0,0.0
2006,Guntur,GUN_2006_10,Chilli,6.72,751.19,5.2,415810.44,20164.3,0.0,0.0
2006,Guntur,GUN_2006_11,Groundnut,1.67,900.44,2.58,128826.92,3006.54,25765.38,0.2
2006,Guntur,GUN_2006_12,Cotton,6.81,628.11,6.12,367470.36,17809.98,0.0,0.0
2006,Guntur,GUN_2006_13,Maize,4.19,935.87,12.17,206819.52,4309.94,0.0,0.0
2006,Guntur,GUN_2006_14,Groundnut,2.2,572.99,2.38,118953.46,3106.66,0.0,0.0
2006,Guntur,GUN_2006_15,Maize,6.59,695.13,12.64,214951.36,7968.05,42990.27,0.2
2006,Guntur,GUN_2006_16,Maize,1.19,842.53,2.96,50334.46,2120.84,0.0,0.0
2006,Guntur,GUN_2006_17,Rice,7.85,581.99,13.18,263619.98,10838.89,52724.0,0.2
2006,Guntur,GUN_2006_18,Sugarcane,2.65,570.34,111.36,389761.79,8647.64,0.0,0.0
2006,Guntur,GUN_2006_19,Rice,1.03,708.95,1.73,34654.09,1214.17,3465.41,0.1
2006,Guntur,GUN_2006_20,Maize,4.0,763.18,8.46,143835.39,4749.34,0.0,0.0
2006,Guntur,GUN_2006_21,Maize,2.3,597.82,4.41,74959.83,1958.95,0.0,0.0
2006,Guntur,GUN_2006_22,Chilli,6.73,1007.3,8.16,653014.69,27245.68,0.0,0.0
2006,Guntur,GUN_2006_23,Sugarcane,1.89,1324.29,171.6,600591.75,12891.85,120118.35,0.2
2006,Guntur,GUN_2006_24,Groundnut,2.04,810.61,2.68,133818.5,5014.33,53527.4,0.4
2006,Guntur,GUN_2006_25,Sugarcane,1.86,760.5,85.79,300269.8,13624.34,0.0,0.0
2006,Guntur,GUN_2006_26,Cotton,1.97,642.36,1.77,106195.62,5187.38,0.0,0.0
2006,Guntur,GUN_2006_27,Rice,1.26,588.41,2.12,42437.14,1475.44,8487.43,0.2
2006,Guntur,GUN_2006_28,Chilli,7.88,922.31,8.4,672368.06,27106.38,0.0,0.0
2006,Guntur,GUN_2006_29,Cotton,3.96,979.36,5.77,346298.82,8861.79,0.0,0.0
2006,Guntur,GUN_2006_30,Cotton,4.2,630.22,3.78,226561.44,5172.26,0.0,0.0
2006,Guntur,GUN_2006_31,Groundnut,5.07,538.26,5.48,273984.59,9126.79,0.0,0.0
2006,Guntur,GUN_2006_32,Maize,7.66,923.78,21.86,371542.81,16978.59,0.0,0.0
2006,Guntur,GUN_2006_33,Rice,2.81,1025.0,8.14,162735.58,6949.16,16273.56,0.1
2006,Guntur,GUN_2006_34,Groundnut,6.46,876.1,9.57,478305.99,20478.7,0.0,0.0
2006,Guntur,GUN_2006_35,Sugarcane,3.35,938.14,213.55,747441.39,17089.41,74744.14,0.1
2006,Guntur,GUN_2006_36,Maize,3.13,466.14,6.01,102230.43,2501.99,20446.09,0.2
2006,Guntur,GUN_2006_37,Rice,7.47,942.44,19.21,384131.57,18289.0,0.0,0.0
2006,Guntur,GUN_2006_38,Maize,3.13,845.91,7.81,132727.39,4661.68,0.0,0.0
2006,Guntur,GUN_2006_39,Groundnut,7.88,655.13,8.52,425770.76,11613.4,42577.08,0.1
2006,Krishna,KRI_2006_0,Rice,4.01,703.97,6.73,134693.12,2857.52,13469.31,0.1
2006,Krishna,KRI_2006_1,Chilli,5.76,806.03,5.0,399763.13,12878.35,39976.31,0.1
2006,Krishna,KRI_2006_2,Rice,5.27,909.49,12.86,257132.72,9989.19,25713.27,0.1
2006,Krishna,KRI_2006_3,Cotton,6.79,533.44,6.11,366878.06,14293.1,0.0,0.0
2006,Krishna,KRI_2006_4,Rice,4.77,663.84,8.01,160217.45,5033.6,16021.74,0.1
2006,Krishna,KRI_2006_5,Chilli,3.41,858.45,3.27,261418.95,9015.33,0.0,0.0
2006,Krishna,KRI_2006_6,Cotton,7.28,754.67,7.09,425631.74,17699.92,0.0,0.0
2006,Krishna,KRI_2006_7,Cotton,3.74,929.83,5.05,302973.32,13365.01,60594.66,0.2
2006,Krishna,KRI_2006_8,Chilli,2.02,706.37,1.45,116292.92,3721.9,23258.58,0.2
2006,Krishna,KRI_2006_9,Maize,7.7,1004.93,24.8,421581.65,19646.46,0.0,0.0
2006,Krishna,KRI_2006_10,Sugarcane,2.2,820.12,114.29,400026.16,12932.15,40002.62,0.1
2006,Krishna,KRI_2006_11,Chilli,6.18,1026.57,7.7,616015.1,26550.81,246406.04,0.4
2006,Krishna,KRI_2006_12,Cotton,1.43,869.84,1.75,104827.19,4064.99,20965.44,0.2
2006,Krishna,KRI_2006_13,Sugarcane,2.5,862.79,140.93,493245.93,23021.21,197298.37,0.4
2006,Krishna,KRI_2006_14,Cotton,4.81,1189.99,9.17,550146.03,12282.53,110029.21,0.2
2006,Krishna,KRI_2006_15,Groundnut,2.84,830.67,3.87,193437.46,5103.95,0.0,0.0
2006,Krishna,KRI_2006_16,Cotton,3.66,826.08,4.12,247366.32,12268.48,49473.26,0.2
2006,Krishna,KRI_2006_17,Rice,6.85,731.59,11.82,236393.16,6215.29,0.0,0.0
2006,Krishna,KRI_2006_18,Sugarcane,3.49,645.96,146.51,512770.03,19742.62,0.0,0.0
2006,Krishna,KRI_2006_19,Rice,6.36,640.59,10.69,213782.02,7131.52,0.0,0.0
2006,Krishna,KRI_2006_20,Cotton,7.32,806.88,7.95,476754.8,10004.73,0.0,0.0
2006,Krishna,KRI_2006_21,Sugarcane,7.71,671.55,323.89,1133603.41,23551.13,453441.36,0.4
2006,Krishna,KRI_2006_22,Rice,6.9,999.43,19.31,386123.98,10280.45,0.0,0.0
2006,Krishna,KRI_2006_23,Groundnut,7.57,732.41,8.42,420767.95,8573.76,42076.8,0.1
2006,Krishna,KRI_2006_24,Chilli,7.14,795.99,6.07,485604.53,14778.01,0.0,0.0
2006,Krishna,KRI_2006_25,Groundnut,4.26,506.07,4.6,229995.1,9440.59,22999.51,0.1
2006,Krishna,KRI_2006_26,Groundnut,7.88,796.09,10.05,502431.05,21716.0,0.0,0.0
2006,Krishna,KRI_2006_27,Cotton,2.61,657.27,2.35,140717.73,5537.82,0.0,0.0
2006,Krishna,KRI_2006_28,Groundnut,3.3,554.93,3.57,178385.74,5092.32,0.0,0.0
2006,Krishna,KRI_2006_29,Maize,4.67,876.05,12.31,209247.96,7949.16,0.0,0.0
2006,Krishna,KRI_2006_30,Maize,3.15,869.82,8.22,139679.89,6358.71,0.0,0.0
2006,Krishna,KRI_2006_31,Cotton,4.1,699.99,3.69,221304.7,8088.16,0.0,0.0
2006,Krishna,KRI_2006_32,Rice,4.21,889.6,9.93,198522.82,7552.36,0.0,0.0
2006,Krishna,KRI_2006_33,Cotton,3.43,920.77,4.57,274108.1,11072.36,0.0,0.0
2006,Krishna,KRI_2006_34,Rice,3.88,1034.22,11.4,227937.21,6898.03,0.0,0.0
2006,Krishna,KRI_2006_35,Rice,1.98,821.51,4.14,82809.49,2201.92,0.0,0.0
2006,Krishna,KRI_2006_36,Sugarcane,1.78,1017.07,127.85,447468.75,10757.26,89493.75,0.2
2006,Krishna,KRI_2006_37,Maize,7.96,753.52,16.51,280663.83,12510.35,0.0,0.0
2006,Krishna,KRI_2006_38,Maize,5.6,733.18,11.1,188680.76,6124.92,0.0,0.0
2006,Krishna,KRI_2006_39,Maize,3.12,749.99,6.41,108978.74,4992.83,0.0,0.0
2006,Anantapur,ANA_2006_0,Rice,6.38,880.65,14.81,296159.92,11530.09,0.0,0.0
2006,Anantapur,ANA_2006_1,Cotton,6.89,902.06,8.89,533277.63,21499.46,53327.76,0.1
2006,Anantapur,ANA_2006_2,Chilli,3.46,959.5,3.91,312800.34,12630.71,0.0,0.0
2006,Anantapur,ANA_2006_3,Maize,4.25,459.33,8.16,138739.33,4922.99,0.0,0.0
2006,Anantapur,ANA_2006_4,Rice,1.32,536.28,2.21,44223.46,1139.37,4422.35,0.1
2006,Anantapur,ANA_2006_5,Groundnut,3.21,1017.39,5.92,295780.16,10467.31,0.0,0.0
2006,Anantapur,ANA_2006_6,Cotton,3.2,962.31,4.54,272216.18,5587.99,0.0,0.0
2006,Anantapur,ANA_2006_7,Maize,5.33,635.74,10.22,173808.46,7579.74,0.0,0.0
2006,Anantapur,ANA_2006_8,Groundnut,4.45,580.16,4.8,240177.01,6956.67,96070.81,0.4
2006,Anantapur,ANA_2006_9,Rice,3.6,1159.47,12.37,247374.66,10123.8,0.0,0.0
2006,Anantapur,ANA_2006_10,Groundnut,1.2,802.99,1.56,77844.3,2687.78,0.0,0.0
2006,Anantapur,ANA_2006_11,Rice,6.52,713.61,10.96,219173.95,6554.72,0.0,0.0
2006,Anantapur,ANA_2006_12,Sugarcane,3.83,707.71,161.04,563635.0,26800.33,112727.0,0.2
2006,Anantapur,ANA_2006_13,Cotton,4.49,697.66,4.04,242449.96,11218.06,0.0,0.0
2006,Anantapur,ANA_2006_14,Rice,1.57,1094.22,4.98,99688.57,2343.18,0.0,0.0
2006,Anantapur,ANA_2006_15,Maize,1.16,857.79,2.95,50100.15,2079.23,0.0,0.0
2006,Anantapur,ANA_2006_16,Sugarcane,7.53,751.47,339.92,1189705.78,47908.06,118970.58,0.1
2006,Anantapur,ANA_2006_17,Maize,2.1,779.13,4.61,78364.82,2489.2,15672.96,0.2
2006,Anantapur,ANA_2006_18,Groundnut,3.12,738.48,3.52,175755.56,4588.88,17575.56,0.1
2006,Anantapur,ANA_2006_19,Cotton,5.01,606.45,4.51,270551.14,10153.93,0.0,0.0
2006,Anantapur,ANA_2006_20,Sugarcane,7.4,1417.46,673.35,2356728.5,80481.3,0.0,0.0
2006,Anantapur,ANA_2006_21,Maize,7.77,884.85,20.76,352944.51,13792.54,35294.45,0.1
2006,Anantapur,ANA_2006_22,Groundnut,5.37,793.62,6.82,341050.47,7498.9,136420.19,0.4
2006,Anantapur,ANA_2006_23,Groundnut,5.29,850.54,7.5,374760.93,8571.0,0.0,0.0
2006,Anantapur,ANA_2006_24,Rice,7.41,850.33,16.31,326174.82,11615.21,65234.96,0.2
2006,Anantapur,ANA_2006_25,Sugarcane,4.89,1022.24,353.06,1235720.81,28668.29,494288.32,0.4
2006,Anantapur,ANA_2006_26,Rice,5.74,726.58,9.79,195787.21,4279.76,39157.44,0.2
2006,Anantapur,ANA_2006_27,Cotton,1.72,806.32,1.87,111964.84,3686.24,0.0,0.0
2006,Anantapur,ANA_2006_28,Groundnut,7.48,921.0,11.94,596967.11,28423.91,119393.42,0.2
2006,Anantapur,ANA_2006_29,Maize,1.74,714.07,3.34,56763.54,2823.54,0.0,0.0
2006,Anantapur,ANA_2006_30,Sugarcane,4.44,722.64,187.73,657058.05,16280.49,0.0,0.0
2006,Anantapur,ANA_2006_31,Groundnut,5.27,945.13,8.74,436946.63,18226.09,0.0,0.0
2006,Anantapur,ANA_2006_32,Rice,7.19,790.11,14.09,281884.32,13470.36,0.0,0.0
2006,Anantapur,ANA_2006_33,Groundnut,4.87,749.64,5.63,281303.03,11637.75,0.0,0.0
2006,Anantapur,ANA_2006_34,Chilli,7.02,783.38,5.81,465101.68,16476.79,93020.34,0.2
2006,Anantapur,ANA_2006_35,Sugarcane,6.81,1019.33,489.83,1714396.1,68183.29,171439.61,0.1
2006,Anantapur,ANA_2006_36,Chilli,7.01,841.58,6.51,520840.64,17363.87,52084.06,0.1
2006,Anantapur,ANA_2006_37,Sugarcane,7.23,997.19,503.97,1763891.87,62988.21,0.0,0.0
2006,Anantapur,ANA_2006_38,Rice,4.19,1071.94,12.94,258707.22,10403.95,0.0,0.0
2006,Anantapur,ANA_2006_39,Chilli,2.58,513.16,1.86,148455.84,7308.28,0.0,0.0
2006,Kurnool,KUR_2006_0,Cotton,6.11,820.28,6.82,408982.97,11741.46,81796.59,0.2
2006,Kurnool,KUR_2006_1,Groundnut,3.4,649.26,3.67,183720.67,7399.08,0.0,0.0
2006,Kurnool,KUR_2006_2,Maize,4.51,900.69,12.38,210474.12,7008.49,0.0,0.0
2006,Kurnool,KUR_2006_3,Cotton,1.12,508.51,1.01,60399.3,2154.01,0.0,0.0
2006,Kurnool,KUR_2006_4,Chilli,6.71,908.16,7.0,560008.7,14752.96,0.0,0.0
2006,Kurnool,KUR_2006_5,Cotton,7.23,898.32,9.27,556451.7,16085.21,111290.34,0.2
2006,Kurnool,KUR_2006_6,Cotton,4.63,739.11,4.36,261600.58,10738.18,0.0,0.0
2006,Kurnool,KUR_2006_7,Maize,7.51,1061.43,26.16,444688.22,18727.49,0.0,0.0
2006,Kurnool,KUR_2006_8,Maize,2.57,550.1,4.93,83858.88,3134.83,8385.89,0.1
2006,Kurnool,KUR_2006_9,Sugarcane,7.24,669.42,304.19,1064653.67,31371.54,0.0,0.0
2006,Kurnool,KUR_2006_10,Maize,3.8,902.72,10.46,177795.75,7552.45,0.0,0.0
2006,Kurnool,KUR_2006_11,Sugarcane,4.52,949.94,293.47,1027128.02,40441.06,0.0,0.0
2006,Kurnool,KUR_2006_12,Rice,7.04,700.56,11.82,236440.61,6985.0,0.0,0.0
2006,Kurnool,KUR_2006_13,Cotton,6.12,539.15,5.51,330683.84,7038.65,33068.38,0.1
2006,Kurnool,KUR_2006_14,Sugarcane,1.87,537.96,78.48,274695.69,8918.49,0.0,0.0
2006,Kurnool,KUR_2006_15,Maize,7.19,731.36,14.17,240906.13,6258.79,48181.23,0.2
2006,Kurnool,KUR_2006_16,Chilli,7.52,699.97,5.41,432988.18,16183.64,0.0,0.0
2006,Kurnool,KUR_2006_17,Cotton,7.23,906.4,9.39,563540.04,18664.92,0.0,0.0
2006,Kurnool,KUR_2006_18,Maize,2.43,900.11,6.65,113105.59,2513.4,0.0,0.0
2006,Kurnool,KUR_2006_19,Maize,2.32,460.36,4.45,75633.45,2264.14,0.0,0.0
2006,Kurnool,KUR_2006_20,Groundnut,1.05,586.09,1.14,56922.04,1412.55,0.0,0.0
2006,Kurnool,KUR_2006_21,Maize,5.56,754.66,11.56,196542.17,4103.38,0.0,0.0
2006,Kurnool,KUR_2006_22,Rice,4.55,859.96,10.18,203640.36,8590.88,20364.04,0.1
2006,Kurnool,KUR_2006_23,Cotton,6.47,468.87,5.83,349535.59,9572.25,34953.56,0.1
2006,Kurnool,KUR_2006_24,Chilli,6.15,1143.14,8.89,711403.36,33591.53,142280.67,0.2
2006,Kurnool,KUR_2006_25,Sugarcane,5.0,818.66,259.48,908177.83,18662.62,0.0,0.0
2006,Kurnool,KUR_2006_26,Sugarcane,1.89,592.77,79.51,278291.39,9761.33,0.0,0.0
2006,Kurnool,KUR_2006_27,Cotton,7.49,762.61,7.42,445255.09,17613.68,89051.02,0.2
2006,Kurnool,KUR_2006_28,Chilli,6.87,1060.59,8.96,716828.2,24774.43,0.0,0.0
2006,Kurnool,KUR_2006_29,Rice,7.71,666.99,12.95,259056.57,10814.3,51811.31,0.2
2006,Kurnool,KUR_2006_30,Rice,1.34,453.29,2.26,45169.25,1310.76,0.0,0.0
2006,Kurnool,KUR_2006_31,Rice,4.04,374.04,6.78,135634.81,5453.16,0.0,0.0
2006,Kurnool,KUR_2006_32,Sugarcane,6.01,489.79,252.4,883392.77,31003.68,88339.28,0.1
2006,Kurnool,KUR_2006_33,Maize,1.73,1101.04,6.32,107476.75,3390.43,10747.68,0.1
2006,Kurnool,KUR_2006_34,Maize,3.33,1145.86,12.86,218609.34,10929.19,0.0,0.0
2006,Kurnool,KUR_2006_35,Groundnut,6.1,501.78,6.59,329529.4,10016.45,65905.88,0.2
2006,Kurnool,KUR_2006_36,Cotton,4.81,930.05,6.5,389801.02,16462.55,0.0,0.0
2006,Kurnool,KUR_2006_37,Groundnut,4.73,603.75,5.11,255627.99,9029.87,0.0,0.0
2006,Kurnool,KUR_2006_38,Chilli,2.19,940.47,2.41,192421.73,7083.76,0.0,0.0
2006,Kurnool,KUR_2006_39,Maize,5.06,733.51,10.03,170467.05,4623.76,0.0,0.0
2006,East Godavari,EAS_2006_0,Sugarcane,7.98,686.23,335.17,1173091.15,51490.57,0.0,0.0
2006,East Godavari,EAS_2006_1,Chilli,7.04,816.49,6.23,498499.62,12930.68,99699.92,0.2
2006,East Godavari,EAS_2006_2,Sugarcane,2.3,657.06,96.56,337962.06,12491.79,0.0,0.0
2006,East Godavari,EAS_2006_3,Groundnut,6.39,634.32,6.9,344922.77,13148.64,137969.11,0.4
2006,East Godavari,EAS_2006_4,Sugarcane,4.28,1175.05,374.5,1310765.05,33794.88,131076.5,0.1
2006,East Godavari,EAS_2006_5,Groundnut,2.27,820.9,3.04,151949.38,7253.98,0.0,0.0
2006,East Godavari,EAS_2006_6,Chilli,7.17,1006.59,8.68,694642.46,24052.04,0.0,0.0
2006,East Godavari,EAS_2006_7,Rice,3.84,538.0,6.46,129101.53,5205.54,12910.15,0.1
2006,East Godavari,EAS_2006_8,Cotton,5.26,708.37,4.74,284232.87,9708.06,56846.57,0.2
2006,East Godavari,EAS_2006_9,Maize,7.81,1042.5,26.52,450830.13,13108.25,45083.01,0.1
2006,East Godavari,EAS_2006_10,Cotton,5.49,924.65,7.35,441056.68,10717.37,0.0,0.0
2006,East Godavari,EAS_2006_11,Chilli,6.36,1127.42,9.02,721896.89,24266.19,72189.69,0.1
2006,East Godavari,EAS_2006_12,Chilli,1.59,785.71,1.32,105775.3,4475.97,0.0,0.0
2006,East Godavari,EAS_2006_13,Maize,7.06,997.5,22.51,382662.11,9384.74,0.0,0.0
2006,East Godavari,EAS_2006_14,Sugarcane,2.06,761.04,95.03,332616.99,7650.37,33261.7,0.1
2006,East Godavari,EAS_2006_15,Groundnut,5.87,738.94,6.63,331331.9,11472.07,0.0,0.0
2006,East Godavari,EAS_2006_16,Chilli,4.52,845.55,4.23,338290.51,10333.16,0.0,0.0
2006,East Godavari,EAS_2006_17,Chilli,2.26,694.39,1.63,130294.66,6129.98,0.0,0.0
2006,East Godavari,EAS_2006_18,Rice,5.69,337.56,9.56,191166.68,4506.7,0.0,0.0
2006,East Godavari,EAS_2006_19,Cotton,4.88,680.25,4.39,263673.48,6268.88,0.0,0.0
2006,East Godavari,EAS_2006_20,Cotton,2.58,669.23,2.32,139419.83,4462.04,0.0,0.0
2006,East Godavari,EAS_2006_21,Maize,3.12,1224.17,13.0,220956.82,8124.99,22095.68,0.1
2006,East Godavari,EAS_2006_22,Sugarcane,4.26,1015.43,304.85,1066985.82,49597.95,0.0,0.0
2006,East Godavari,EAS_2006_23,Chilli,4.32,835.6,3.97,317503.89,11666.44,0.0,0.0
2006,East Godavari,EAS_2006_24,Sugarcane,6.21,914.88,381.82,1336359.74,53611.28,267271.95,0.2
